times_utc,out1(t+0),out1(t+1),out1(t+2),out1(t+3)
2023-08-31 03:00:00,-0.46838465,-0.4527541,-0.44335404,-0.47966978
2023-08-31 03:15:00,-0.4528875,-0.42130938,-0.403817,-0.44035274
2023-08-31 03:30:00,-0.4311906,-0.39375958,-0.36807126,-0.4033466
2023-08-31 03:45:00,-0.40942502,-0.37236822,-0.33713016,-0.3691067
2023-08-31 04:00:00,-0.38789552,-0.35424647,-0.30739707,-0.33398303
2023-08-31 04:15:00,-0.36571562,-0.33521476,-0.27355283,-0.2922329
2023-08-31 04:30:00,-0.34183028,-0.31046176,-0.22872484,-0.23572467
2023-08-31 04:45:00,-0.31426954,-0.2727405,-0.1612787,-0.149328
2023-08-31 05:00:00,-0.27907404,-0.21073134,-0.051913373,-0.0061941002
2023-08-31 05:15:00,-0.23287708,-0.11643241,0.11365152,0.21624032
2023-08-31 05:30:00,0.19284989,0.444039,0.8416829,1.0856034
2023-08-31 05:45:00,0.33664078,0.6960718,1.2525368,1.6609706
2023-08-31 06:00:00,0.68085486,1.2172352,2.0199785,2.7022471
2023-08-31 06:15:00,1.9563752,2.9393044,4.354396,5.764522
2023-08-31 06:30:00,3.493686,5.023867,7.231002,9.665023
2023-08-31 06:45:00,4.9685965,7.021805,9.980137,13.397354
2023-08-31 07:00:00,9.003802,12.369336,17.019909,22.211344
2023-08-31 07:15:00,13.954652,18.609402,24.442205,29.688665
2023-08-31 07:30:00,18.002596,23.326097,28.919882,32.57188
2023-08-31 07:45:00,22.189507,27.576212,31.637901,33.361507
2023-08-31 08:00:00,28.66739,32.510468,33.735386,33.96906
2023-08-31 08:15:00,31.770973,33.300232,33.273834,33.27916
2023-08-31 08:30:00,35.346264,34.86261,34.430367,34.299007
2023-08-31 08:45:00,34.097836,34.049408,34.00028,33.86483
2023-08-31 09:00:00,33.510296,33.710434,33.826187,33.68095
2023-08-31 09:15:00,33.604134,33.79721,33.882343,33.70647
2023-08-31 09:30:00,33.889305,33.97505,33.949913,33.729546
2023-08-31 09:45:00,34.10082,34.05172,33.911068,33.649906
2023-08-31 10:00:00,34.144012,33.979862,33.757584,33.474243
2023-08-31 10:15:00,35.32679,35.050137,34.768482,34.48059
2023-08-31 10:30:00,35.435593,35.135387,34.848045,34.565014
2023-08-31 10:45:00,35.26964,34.976883,34.70898,34.435856
2023-08-31 11:00:00,35.085373,34.81227,34.57445,34.307285
2023-08-31 11:15:00,34.947285,34.690605,34.48679,34.21949
2023-08-31 11:30:00,34.368233,34.13088,33.981083,33.720844
2023-08-31 11:45:00,34.765125,34.555874,34.45424,34.200077
2023-08-31 12:00:00,34.977425,34.763325,34.718243,34.475983
2023-08-31 12:15:00,35.142906,34.933693,34.956955,34.736916
2023-08-31 12:30:00,35.29762,35.10119,35.199566,35.009903
2023-08-31 12:45:00,35.422775,35.236507,35.40502,35.245155
2023-08-31 13:00:00,35.199654,35.01884,35.249557,35.11381
